Category,asin,Rank,Product Name,Rating,Rating Count,Price,tag
Stir-Fry Pans,B08SQ3454H,8.0,"Hawkins 4 Litre Deep Kadhai, Triply Stainless Steel Kadai with Glass Lid, Flat Bottom Induction Kadhai, Big Kadai, Silver (SSK40G)",4.5,1276.0,2579.0,Deep Stainless Steel Kadhai with Glass Lid
Electric Kettles,B07Y2YQFG8,26.0,V-Guard VKS17-DG Digital Electric Kettle 1.7 Litre with Digital Controls & Variable Temperature Settings | Multicolor LED indicators | Hot water kettle for Fast Boiling water,4.4,1625.0,2099.0,Digital Electric Kettle
Kettles & Tea Machines,B07Y2YQFG8,26.0,V-Guard VKS17-DG Digital Electric Kettle 1.7 Litre with Digital Controls & Variable Temperature Settings | Multicolor LED indicators | Hot water kettle for Fast Boiling water,4.4,1625.0,2099.0,Digital Electric Kettle with Variable Temperature Settings
Disposable Coffee Filters,B076MCYZ9R,14.0,"CAFEC Abaca Cone-Shaped Coffee Paper Filter, Size 4, White, Pack of 100 | Use for V60, Flower Dripper, Pour Over | 100% Environmentally Friendly | Disposable Paper Coffee Filters (AC4-100W)",4.6,1086.0,649.0,Disposable Coffee Paper Filters
Coffee Filters,B076MCYZ9R,18.0,"CAFEC Abaca Cone-Shaped Coffee Paper Filter, Size 4, White, Pack of 100 | Use for V60, Flower Dripper, Pour Over | 100% Environmentally Friendly | Disposable Paper Coffee Filters (AC4-100W)",4.6,1086.0,649.0,Disposable Coffee Paper Filters
Tea Filters,B09W2571WC,7.0,100 Pcs Sichumaria Transparent White Disposable Tea Filter Bags Empty Dip Tea Bags Filter Tea Bags Cups for Loose Leaf Teal (5.5x7cm),4.4,114.0,258.0,Disposable Tea Filter Bags
Coffee Maker Accessories,B09W2571WC,13.0,100 Pcs Sichumaria Transparent White Disposable Tea Filter Bags Empty Dip Tea Bags Filter Tea Bags Cups for Loose Leaf Teal (5.5x7cm),4.4,114.0,258.0,Disposable Tea Filter Bags
Tea Filters,B07CZXCTHB,15.0,"HASTHIP® 100 Pcs Disposable Tea Filter Bags, New Non-Woven Fabrics Empty Tea Bag with String Heal Filter Paper for Tea Leaf",4.1,337.0,258.0,Disposable Tea Filter Bags
Coffee Maker Accessories,B07CZXCTHB,29.0,"HASTHIP® 100 Pcs Disposable Tea Filter Bags, New Non-Woven Fabrics Empty Tea Bag with String Heal Filter Paper for Tea Leaf",4.1,337.0,299.0,Disposable Tea Filter Bags
Kettles & Tea Machines,B0B319W6FN,29.0,"Havells Caro 1.5 litre Double Wall, 304 Stainless Steel Inner Body, Cool touch outer body, Wider mouth, 2 Year warranty (White, 1250 Watt)",4.2,262.0,1645.0,Double Wall Electric Kettle
Electric Kettles,B0B319W6FN,29.0,"Havells Caro 1.5 litre Double Wall, 304 Stainless Steel Inner Body, Cool touch outer body, Wider mouth, 2 Year warranty (White, 1250 Watt)",4.2,262.0,1645.0,Double Wall Electric Kettle
Electric Kettles,B07GVLMRBT,9.0,"Havells Aqua Plus 1.2 litre Double Wall Kettle / 304 Stainless Steel Inner Body / Cool touch outer body / Wider mouth/ 2 Year warranty (Blue, 1250 Watt)",4.5,10190.0,1509.0,Double Wall Kettle
Kettles & Tea Machines,B07GVLMRBT,9.0,"Havells Aqua Plus 1.2 litre Double Wall Kettle / 304 Stainless Steel Inner Body / Cool touch outer body / Wider mouth/ 2 Year warranty (Blue, 1250 Watt)",4.5,10190.0,1509.0,Double Wall Kettle
"Coffee, Tea & Espresso",B07GVLMRBT,11.0,"Havells Aqua Plus 1.2 litre Double Wall Kettle / 304 Stainless Steel Inner Body / Cool touch outer body / Wider mouth/ 2 Year warranty (Blue, 1250 Watt)",4.5,10190.0,1509.0,Double Wall Kettle
Electric Kettles,B09ZV8JZ9P,27.0,"Havells Altro 1.5 Litre Double Wall Kettle / 304 Stainless Steel Inner Body/Cool Touch Outer Body/Wider Mouth/ 2 Year Warranty (Black, 1250 Watt)",4.2,1063.0,1640.0,Double Wall Kettle
Kettles & Tea Machines,B09ZV8JZ9P,27.0,"Havells Altro 1.5 Litre Double Wall Kettle / 304 Stainless Steel Inner Body/Cool Touch Outer Body/Wider Mouth/ 2 Year Warranty (Black, 1250 Watt)",4.2,1063.0,1640.0,Double Wall Kettle
Capsule Drawers,B09FMVDZ1W,8.0,Premium Storage Drawer for Bartesian Capsules by Ksestor - Holds up to 40 Bartesian Pods - BEV Black Decker Cocktail Maker Compatible - Sturdy and Stackable Bartesian Pod Holder - Bartesian,4.7,819.0,11451.0,Drawer for Capsules
Drip Coffee Machines,B08KS2KQTK,2.0,"PAJAKA Madras Kaapi Kappi Maker - Stainless Steel Drip Coffee Brewer for South Indian Filter Coffee, 200 ML Capacity, Medium Size, 2-4 Cup Mug Decoction Dripper for Home & Kitchen",4.2,2440.0,275.0,Drip Coffee Brewer
"Coffee, Tea & Espresso",B08KS2KQTK,15.0,"PAJAKA Madras Kaapi Kappi Maker - Stainless Steel Drip Coffee Brewer for South Indian Filter Coffee, 200 ML Capacity, Medium Size, 2-4 Cup Mug Decoction Dripper for Home & Kitchen",4.2,2440.0,275.0,Drip Coffee Brewer
Drip Coffee Machines,B09G9MVJ64,5.0,Morphy Richards Europa Drip Espresso Coffee Machine For Home|600W Drip Coffee Maker|6-Cups Capacity*|Anti-Drip Function|Dry Heat Protection|Warming Plate|2-Yr Warranty By Brand|Black,4.1,640.0,1499.0,Drip Coffee Machine
"Coffee, Tea & Espresso",B09G9MVJ64,22.0,Morphy Richards Europa Drip Espresso Coffee Machine For Home|600W Drip Coffee Maker|6-Cups Capacity*|Anti-Drip Function|Dry Heat Protection|Warming Plate|2-Yr Warranty By Brand|Black,4.1,640.0,1499.0,Drip Coffee Machine
Drip Coffee Machines,B0B1WSPY1Z,3.0,"AGARO Royal 4 Big Cups Drip Coffee Maker, 600 Ml Borosilicate Glass Carafe Jar, 750W, Water tank with Level Indicator, Brewer Machine with Cone Filter, Auto Shut Off, Stainless Steel Body, Black",4.3,732.0,1599.0,Drip Coffee Maker
Drip Coffee Machines,B00FBB0FBC,7.0,Preethi Dripcafe Coffee Maker (White),4.4,1467.0,2599.0,Drip Coffee Maker
Drip Coffee Machines,B09H7JDJCW,9.0,"PHILIPS Drip Coffee Maker HD7432/20, 0.6 L, Ideal for 2-7 cups, 750W, Black, Medium",4.1,2548.0,3348.0,Drip Coffee Maker
Drip Coffee Machines,B0098ZXQ7C,15.0,"Preethi Cafe Zest CM210 Drip Coffee Maker (Black), 31 Cup",4.2,1266.0,2319.0,Drip Coffee Maker
"Coffee, Tea & Espresso",B0B1WSPY1Z,16.0,"AGARO Royal 4 Big Cups Drip Coffee Maker, 600 Ml Borosilicate Glass Carafe Jar, 750W, Water tank with Level Indicator, Brewer Machine with Cone Filter, Auto Shut Off, Stainless Steel Body, Black",4.3,732.0,1599.0,Drip Coffee Maker
Drip Coffee Machines,B078YHJSQW,17.0,Black+Decker BXCM1201IN 12-Cup Drip Coffee Maker,4.2,704.0,2499.0,Drip Coffee Maker
"Coffee, Tea & Espresso",B07WJ4NG21,19.0,"Pigeon Brewster Coffee Maker, 600 Watt, 4 Cups Drip Coffee maker (Black)",3.6,3913.0,1099.0,Drip Coffee Maker
Home & Kitchen,B08DHT1Z6N,7.0,SHALIMAR Premium Eco - Friendly Garbage Bags Size 19 X 21 Inches (Medium) 120 Bags (4 Rolls) Dustbin Bag/Trash Bag - Green Color,4.5,29131.0,309.0,Eco-Friendly Garbage Bags
Home & Kitchen,B07KT9Q54M,17.0,Shalimar Premium Eco - Friendly Garbage Bags (Medium) Size 19 x 21 Inches 4 Rolls 120 Bags Dustbin Bag/Trash Bag - Black Color,4.5,28525.0,299.0,Eco-Friendly Garbage Bags
Electric Grinders,B09T6NW5GC,1.0,"AGARO Grand Coffee Grinder, Stainless Steel Electric, Capacity 60 GMS Dry Coffee Bean, Silver",4.3,581.0,1349.0,Electric Coffee Grinder
Coffee Grinders,B09T6NW5GC,1.0,"AGARO Grand Coffee Grinder, Stainless Steel Electric, Capacity 60 GMS Dry Coffee Bean, Silver",4.3,581.0,1349.0,Electric Coffee Grinder
Burr Grinders,B01G82WTZ2,11.0,Baratza Sette 270W - Conical Burr (with Grounds Bin and Built-in PortaHolder),4.3,371.0,100832.0,Electric Coffee Grinder
Manual Grinders,B0BP1DH5WP,19.0,"Wonderchef Regalia Electric Coffee Grinder|31 Grinding Settings|Set Variable Coffee Texture, Fine, Medium, Coarse|2 Year Warranty",3.8,866.0,6998.0,Electric Coffee Grinder
Milk Frothers,B00Q4O5MY0,17.0,"Ikea Milk Frother 100.763.20, Silver",3.6,738.0,299.0,Electric Frother
Electric Kettles,B07YR26BJ3,10.0,"KENT Elegant Electric Glass Kettle (16052), 1.8L, Stainless Steel Heating Plate, Borosilicate Glass Body, Boil Drying Protection",4.0,16711.0,1349.0,Electric Glass Kettle
Kettles & Tea Machines,B07YR26BJ3,10.0,"KENT Elegant Electric Glass Kettle (16052), 1.8L, Stainless Steel Heating Plate, Borosilicate Glass Body, Boil Drying Protection",4.0,16711.0,1349.0,Electric Glass Kettle
"Coffee, Tea & Espresso",B07YR26BJ3,12.0,"KENT Elegant Electric Glass Kettle (16052), 1.8L, Stainless Steel Heating Plate, Borosilicate Glass Body, Boil Drying Protection",4.0,16711.0,1349.0,Electric Glass Kettle
Electric Kettles,B09JLZFG8W,14.0,"Borosil Electric Glass Kettle, Borosilicate Glass, Extra Long Cord, Dry-boil Protection, 360° Rotating Base, 1.8 L, Transparent",4.2,439.0,1790.0,Electric Glass Kettle
Kettles & Tea Machines,B09JLZFG8W,14.0,"Borosil Electric Glass Kettle, Borosilicate Glass, Extra Long Cord, Dry-boil Protection, 360° Rotating Base, 1.8 L, Transparent",4.2,439.0,1790.0,Electric Glass Kettle
"Coffee, Tea & Espresso",B09JLZFG8W,23.0,"Borosil Electric Glass Kettle, Borosilicate Glass, Extra Long Cord, Dry-boil Protection, 360° Rotating Base, 1.8 L, Transparent",4.2,439.0,1790.0,Electric Glass Kettle
Electric Grinders,B08M6B1M3P,12.0,SToK Stainless Steel (St-Cg01-Ss) Coffee & Spice Grinder | 200 Watt Power - Silver (1 Year Offsite Warranty),3.9,191.0,999.0,Electric Grinder
Coffee Grinders,B08M6B1M3P,21.0,SToK Stainless Steel (St-Cg01-Ss) Coffee & Spice Grinder | 200 Watt Power - Silver (1 Year Offsite Warranty),3.9,191.0,999.0,Electric Grinder
Electric Grinders,B08JTL9S92,9.0,"DR MILLS Stainless Steel Dm-7452 Electric Dried Spice And Coffee Grinder, Grinder And Chopper,Detachable Cup, Ok For Clean It With Water, Blade & Cup Made With Sus304 Stianlees Steel",4.2,816.0,2490.0,Electric Grinder and Chopper
"Coffee, Tea & Espresso",B01MQZ7J8K,2.0,Prestige 1.5 Litres Electric Kettle (PKOSS 1.5)|1500W | Silver - Black| Automatic Cut-off | Stainless Steel | Rotatable Base | Power Indicator | Single-Touch Lid Locking,3.9,71552.0,699.0,Electric Kettle
Electric Kettles,B01MQZ7J8K,2.0,Prestige 1.5 Litres Electric Kettle (PKOSS 1.5)|1500W | Silver - Black| Automatic Cut-off | Stainless Steel | Rotatable Base | Power Indicator | Single-Touch Lid Locking,3.9,71552.0,699.0,Electric Kettle
Kettles & Tea Machines,B01MQZ7J8K,2.0,Prestige 1.5 Litres Electric Kettle (PKOSS 1.5)|1500W | Silver - Black| Automatic Cut-off | Stainless Steel | Rotatable Base | Power Indicator | Single-Touch Lid Locking,3.9,71552.0,699.0,Electric Kettle
Electric Kettles,B091V8HK8Z,8.0,"Milton Euroline Go Electro 2.0 Stainless Steel Electric Kettle, 1 Piece, 2 Litres, Silver | Power Indicator | 1500 Watts | Auto Cut-off | Detachable 360 Degree Connector | Boiler for Water",3.9,3414.0,995.0,Electric Kettle
Kettles & Tea Machines,B091V8HK8Z,8.0,"Milton Euroline Go Electro 2.0 Stainless Steel Electric Kettle, 1 Piece, 2 Litres, Silver | Power Indicator | 1500 Watts | Auto Cut-off | Detachable 360 Degree Connector | Boiler for Water",3.9,3414.0,995.0,Electric Kettle
"Coffee, Tea & Espresso",B091V8HK8Z,10.0,"Milton Euroline Go Electro 2.0 Stainless Steel Electric Kettle, 1 Piece, 2 Litres, Silver | Power Indicator | 1500 Watts | Auto Cut-off | Detachable 360 Degree Connector | Boiler for Water",3.9,3414.0,995.0,Electric Kettle
Kettles & Tea Machines,B0BM9VP9J5,13.0,"Wonderchef Crescent Electric Kettle 1.5 Litres, 2 years Warranty",3.4,439.0,599.0,Electric Kettle
Electric Kettles,B0BM9VP9J5,13.0,"Wonderchef Crescent Electric Kettle 1.5 Litres, 2 years Warranty",3.4,439.0,599.0,Electric Kettle
Kettles & Tea Machines,B092SX1C6Y,18.0,"Milton Euroline Go Electro 1.2 Stainless Steel Electric Kettle, (1 Piece), 1.2 Litres, Silver | Power Indicator | 1500 Watts | Auto Cut-off | Detachable 360 Degree Connector | Boiler for Water",3.9,1147.0,835.0,Electric Kettle
Electric Kettles,B092SX1C6Y,18.0,"Milton Euroline Go Electro 1.2 Stainless Steel Electric Kettle, (1 Piece), 1.2 Litres, Silver | Power Indicator | 1500 Watts | Auto Cut-off | Detachable 360 Degree Connector | Boiler for Water",3.9,1147.0,835.0,Electric Kettle
Kettles & Tea Machines,B07WMS7TWB,1.0,"Pigeon by Stovekraft Amaze Plus Electric Kettle (14289) with Stainless Steel Body, 1.5 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. (Silver)",3.9,158932.0,599.0,Electric Kettle for Various Uses
Electric Kettles,B07WMS7TWB,1.0,"Pigeon by Stovekraft Amaze Plus Electric Kettle (14289) with Stainless Steel Body, 1.5 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. (Silver)",3.9,158932.0,599.0,Electric Kettle for Various Uses
"Coffee, Tea & Espresso",B07WMS7TWB,1.0,"Pigeon by Stovekraft Amaze Plus Electric Kettle (14289) with Stainless Steel Body, 1.5 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. (Silver)",3.9,158932.0,599.0,Electric Kettle for Various Uses
Home & Kitchen,B07WMS7TWB,13.0,"Pigeon by Stovekraft Amaze Plus Electric Kettle (14289) with Stainless Steel Body, 1.5 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. (Silver)",3.9,158932.0,599.0,Electric Kettle for Various Uses
Kettles & Tea Machines,B07Y23HY7X,28.0,"IBELL Sek105Bl Electric Kettle 500 Ml With Removable Lid,950 Watt,Auto Cut Off Function,Stainless Steel With Insulation,2 Glasses Free,Double Wall Kettle (Black),950 Watts,0.5 Liter",4.2,1237.0,932.0,Electric Kettle with Auto Cut Off Function
Electric Kettles,B07Y23HY7X,28.0,"IBELL Sek105Bl Electric Kettle 500 Ml With Removable Lid,950 Watt,Auto Cut Off Function,Stainless Steel With Insulation,2 Glasses Free,Double Wall Kettle (Black),950 Watts,0.5 Liter",4.2,1237.0,932.0,Electric Kettle with Auto Cut Off Function
"Coffee, Tea & Espresso",B083GKDRKR,3.0,"Havells AQUA PLUS 1500 watts 1.2 liters Electric Kettle, Double Layered Cool Touch Outer Body | 304 Rust Resistant SS Inner Body with Auto Shut Off | Wider Mouth | 2 Year Warranty (Black)",4.4,26796.0,1499.0,Electric Kettle with Auto Shut Off
Kettles & Tea Machines,B083GKDRKR,3.0,"Havells AQUA PLUS 1500 watts 1.2 liters Electric Kettle, Double Layered Cool Touch Outer Body | 304 Rust Resistant SS Inner Body with Auto Shut Off | Wider Mouth | 2 Year Warranty (Black)",4.4,26796.0,1499.0,Electric Kettle with Auto Shut Off
Electric Kettles,B083GKDRKR,3.0,"Havells AQUA PLUS 1500 watts 1.2 liters Electric Kettle, Double Layered Cool Touch Outer Body | 304 Rust Resistant SS Inner Body with Auto Shut Off | Wider Mouth | 2 Year Warranty (Black)",4.4,26796.0,1499.0,Electric Kettle with Auto Shut Off and Wider Mouth
Kettles & Tea Machines,B0C2YNW8QR,19.0,"AGARO Galaxy Electric Kettle with Keep Warm Function, BPA Free PP Plastic & Glass body, Double Wall Design, Bicolor LED, 1.5L, Hot Water Kettle with Auto Shut-Off and Boil Dry Protection, Black",4.4,421.0,1499.0,Electric Kettle with Keep Warm Function
Electric Kettles,B0C2YNW8QR,19.0,"AGARO Galaxy Electric Kettle with Keep Warm Function, BPA Free PP Plastic & Glass body, Double Wall Design, Bicolor LED, 1.5L, Hot Water Kettle with Auto Shut-Off and Boil Dry Protection, Black",4.4,421.0,1499.0,Electric Kettle with Keep Warm Function
Kettles & Tea Machines,B0B2CZTCL2,17.0,"wipro Vesta 1.8 Litre Cool Touch Electric Kettle With Auto Cut Off|Double Layer Outer Body|Triple Protection-Dry Boil,Steam&Over Heat|Stainless Steel Inner Body|(Black,1500 Watt)1.8 Liter,1500 Watt",4.0,1110.0,1299.0,Electric Kettle with Safety Features
Electric Kettles,B0B2CZTCL2,17.0,"wipro Vesta 1.8 Litre Cool Touch Electric Kettle With Auto Cut Off|Double Layer Outer Body|Triple Protection-Dry Boil,Steam&Over Heat|Stainless Steel Inner Body|(Black,1500 Watt)1.8 Liter,1500 Watt",4.0,1110.0,1299.0,Electric Kettle with Safety Features
Milk Frothers,B017KHK5KK,3.0,IKEA PRODUKT Milk-frother Black,3.4,543.0,248.0,Electric Milk Frother
Milk Frothers,B0926BJQQB,14.0,"COFFEEZA Frothimo Milk Frother for Coffee, 4 in 1 Electric Detachable Milk Frother and Heater | Made of Stainless Steel with Hot & Cold Foam Function for Latte, Cappuccino, Macchiato, Hot Chocolate",4.5,150.0,4999.0,Electric Milk Frother
Milk Frothers,B0C1R8KPD7,1.0,"SimpleTaste Electric Milk Stand, One Touch Hand Whisk Powered Cappuccino Coffee Frother, Black",4.2,44774.0,639.0,Electric Milk Stand
Handheld Milk Frothers,B0C1R8KPD7,1.0,"SimpleTaste Electric Milk Stand, One Touch Hand Whisk Powered Cappuccino Coffee Frother, Black",4.2,44774.0,639.0,Electric Milk Stand
"Coffee, Tea & Espresso",B0C1R8KPD7,13.0,"SimpleTaste Electric Milk Stand, One Touch Hand Whisk Powered Cappuccino Coffee Frother, Black",4.2,44774.0,639.0,Electric Milk Stand
Coffee Grinders,B08JTL9S92,13.0,"DR MILLS Stainless Steel Dm-7452 Electric Dried Spice And Coffee Grinder, Grinder And Chopper,Detachable Cup, Ok For Clean It With Water, Blade & Cup Made With Sus304 Stianlees Steel",4.2,816.0,2490.0,Electric Spice and Coffee Grinder
Coffee Capsule Holders,B07SBQN3D5,28.0,Large-Capacity 12-Sided Polygon Elegant Coffee Pods Holder for Nespresso Vertuoline Capsule,4.5,2681.0,3096.54,Elegant Coffee Pods Holder
Manual Espresso Machines,B09SHT79K4,3.0,"Ariete 1381 Espresso Slim Metal, Coffee Machine with Pressure Gauge, Compatible with Ground Coffee and ESE Pods, 1300 W, 1.1 L Capacity, 15 Bar Pressure, ½ Cup Filter, Cappuccino Device",4.0,127.0,,Espresso Coffee Machine
Semi-Automatic Espresso Machines,B00DS4767K,4.0,"Breville BES870BSXL The Barista Express Coffee Machine, Black Sesame",4.6,3241.0,89883.0,Espresso Coffee Machine
Semi-Automatic Espresso Machines,B07MY7L4WB,7.0,TECNORA Espresso Coffee Machine (Epic),3.8,158.0,13990.0,Espresso Coffee Machine
Espresso Machines,B00DS4767K,14.0,"Breville BES870BSXL The Barista Express Coffee Machine, Black Sesame",4.6,3241.0,89883.0,Espresso Coffee Machine
Espresso Machines,B0B1WRS4TL,1.0,"AGARO Imperial Espresso Coffee Maker, Coffee Machine, 15 Bars, Frother Wand for Espresso, Cappuccino, Steam Espresso Maker For Home, Adjustable Milk Frothing and Double Temperature Control System",4.2,1341.0,8999.0,Espresso Coffee Maker
Espresso Machines,B09PRST466,7.0,"Wonderchef Regalia Espresso Coffee Maker 15 Bar | Ideal for Espresso, Cappuccino, Latté, Macchiato or Ristretto at Home | with Steamer Spout for Cappuccino & Latte | 2 Years Warranty | Steel",3.8,866.0,9998.0,Espresso Coffee Maker
"Coffee, Tea & Espresso",B0B1WRS4TL,29.0,"AGARO Imperial Espresso Coffee Maker, Coffee Machine, 15 Bars, Frother Wand for Espresso, Cappuccino, Steam Espresso Maker For Home, Adjustable Milk Frothing and Double Temperature Control System",4.2,1341.0,8999.0,Espresso Coffee Maker
Espresso Machines,B0BR79XCL6,4.0,"AGARO Regency Espresso Coffee Maker, Adjustable Pressure up to 20 Bars, Cappuccino Coffee Maker with Adjustable Foaming Milk Frother Wand for Steam Espresso, 1.2L Removable Water Tank, 1350W, White",4.3,175.0,9999.0,Espresso Coffee Maker with Adjustable Pressure and Milk Frother
Espresso Machines,B0BGL7BNPM,27.0,Possiave Espresso Machine Cleaning Tablets and Filters for Breville Espresso Machines (8 Tablets + 12 Filters) - 1.5 Gram Cleaning Tablets & Replacement Water Filter - Espresso Cleaner Accessories,4.8,107.0,3532.0,Espresso Machine Cleaning Kit
Espresso Machines,B07DYJVXL4,15.0,"Nespresso by De'Longhi Lattissima One Original Espresso Machine with Milk Frother, Black, Coffee Pod Machine",4.1,334.0,35880.0,Espresso Machine with Milk Frother
Stovetop Espresso Pots,B0BRKDZZBK,1.0,"Sipologie Roma Moka Pot 3-Cup Espresso Maker, For Classic Italian Coffee Brewing and Great Flavoured Strong Espresso, Premium Grade Aluminium Coffee Percolator 180ml, Red",3.9,127.0,720.0,Espresso Maker
Stovetop Espresso Pots,B00KMSLHDY,9.0,"Nespresso Inissia Espresso Maker, Black",4.1,1497.0,14890.0,Espresso Maker
Stovetop Espresso Pots,B000YDOMHU,21.0,"Primula Aluminum Espresso Maker - Aluminum - for Bold, Full Body Espresso - Easy to Use - Makes 3 Cups, Pack of 1 Silver",4.4,12391.0,598.0,Espresso Maker
Stovetop Espresso Pots,B095H23KVR,4.0,"Harions Aluminium Italian Espresso Stove Coffee Maker Filter Coffee Percolator for 6 Cups of Coffee - Moka Pot (Silver, 300 ml)",3.9,145.0,699.0,Espresso coffee maker
Home & Kitchen,B0CJQ6ZMC2,8.0,Nova Lint Remover for Clothes - Fabric Shaver Tint and Dust Remover | 1 Year Warranty |,4.5,4675.0,449.0,Fabric Lint Remover
Drip Coffee Machines,B06XTMD924,16.0,Preethi Filter Set for Drip Cafe & Cafe Zest Coffee Maker,4.4,382.0,310.0,Filter Set for Coffee Maker
Home & Kitchen,B00MIYM0VS,27.0,"Milton Thermosteel Flip Lid Flask, 1000 milliliters, Silver",4.3,94012.0,964.0,Flip Lid Flask
Kettles & Tea Machines,B08RBY96WK,15.0,"RUMPES Travel Foldable Electric Kettle Fast Boiling Food Grade Silicone Beautiful Design Collapsible, Portable, Foldable Boil Dry Protection 600ML for Most Travel and Home & Office (Multi) 600 watts",4.2,200.0,549.0,Foldable Electric Kettle
Frying Pans,B00JFUC30Q,17.0,"Hawkins Futura 18 cm Frying Pan, Hard Anodised Fry Pan, Small Frying Pan, Black (AF18)",4.1,3791.0,764.0,Frying Pan
Home & Kitchen,B06VX8YR6Q,3.0,Ezee Black Garbage Bags for Dustbin | 90 Pcs | Medium 19 X 21 Inches | 30 Pcs x Pack of 3,4.2,30580.0,169.0,Garbage bags for dustbin
Stovetop Tea Kettles,B09RVTFZ95,1.0,"KELVEE 1 Liter Glass Kettle/Teapot with Stainless Steel Infuser & Lid, Borosilicate Glass Tea Kettle Stove-top Safe, Blooming & Loose Leaf Teapot (Pack of 1)",4.1,150.0,694.0,Glass Kettle/Teapot with Infuser
Frying Pans,B08C5LFTRG,21.0,"Hawkins 26 cm Glass Lid, Toughened Glass Lid with Stainless Steel Rim, Pan Lid, Transparent (LID26G)",4.3,1225.0,437.0,Glass Lid
Frying Pans,B09MVR5D4Z,26.0,"Hawkins 30 cm Grill Pan, Non Stick Die Cast Grilling Pan with Glass Lid, Square Grill Pan for Gas Stove, Ceramic Coated Pan, Roast Pan (DCGP30G) (Red)",4.5,598.0,1867.0,Grill Pan with Glass Lid
Stovetop Tea Kettles,B07QR5ZRDM,12.0,"iHandikart Hand Painted Aluminum Kettle, 6 Glass, Iron Roped Stand, Brown Natural Wood Tray - Set of 9 pcs, For Office Home Diwali Decoration",4.0,121.0,1899.0,"Hand-painted Aluminum Kettle Set with Glass, Stand, and Tray - Set of 9 pcs"
Milk Frothers,B07ZJMFMGG,20.0,"Fostoy Milk Frother, USB Rechargeable Handheld Electric Foam Maker with 3 Stainless Whisks, 3-Speed Adjustable, Perfect for Bulletproof Coffee, Lattes, Cappuccino, Matcha, Hot Chocolate (large)",3.4,608.0,449.0,Handheld Electric Foam Maker
Milk Frothers,B0763K5HLQ,2.0,"InstaCuppa Milk Frother for Coffee - Handheld Battery-Operated Electric Milk and Coffee Frother, Stainless Steel Whisk and Stand, Portable Foam Maker for Coffee, Cappuccino, Lattes, and Egg Beaters",4.1,5201.0,999.0,Handheld Electric Milk Frother
Handheld Milk Frothers,B0BQW1XXM5,2.0,"The Earth Store Swifther Handheld Coffee Frother Electric Milk Frother for Lattes Shakes Mini Foamer for Cappuccino, Frappe, Matcha, Egg Beater Hand Blender",3.4,1548.0,198.0,Handheld Electric Milk Frother
Milk Frothers,B0BQW1XXM5,5.0,"The Earth Store Swifther Handheld Coffee Frother Electric Milk Frother for Lattes Shakes Mini Foamer for Cappuccino, Frappe, Matcha, Egg Beater Hand Blender",3.4,1548.0,198.0,Handheld Electric Milk Frother
Milk Frothers,B01K8W0BZI,8.0,"Bean Envy Milk Frother for Coffee Handheld Battery-Operated Electric Milk and Coffee Frother, Mini Electric Drink Mixer, Foamer & Frother with Stand for Coffee, Latte, Hot Chocolates & Shakes - Black",3.9,15259.0,999.0,Handheld Electric Milk Frother
"Coffee, Tea & Espresso",B0763K5HLQ,26.0,"InstaCuppa Milk Frother for Coffee - Handheld Battery-Operated Electric Milk and Coffee Frother, Stainless Steel Whisk and Stand, Portable Foam Maker for Coffee, Cappuccino, Lattes, and Egg Beaters",4.1,5201.0,999.0,Handheld Electric Milk Frother
Hot Water Boilers & Dispensers,B001L5SSGQ,9.0,Breville VKJ142 Hot Cup,4.4,20290.0,10980.0,Hot Beverage Dispenser
Electric Kettles,B09Y5FZK9N,7.0,"Pigeon 1.5 litre Hot Kettle and Stainless Steel Water Bottle Combo used for boiling Water, Making Tea and Coffee, Instant Noodles, Soup with Auto Shut- off Feature",3.6,5645.0,749.0,Hot Water Kettle and Water Bottle Combo
Iced Tea Machines,B0095ZBJSI,1.0,"Takeya Iced Tea Maker with Patented Flash Chill Technology , 1 Quart, Avocado",4.6,415.0,5419.0,Iced Tea Maker
Kadhai & Woks,B0B8JDTTNN,9.0,Butterfly Rapid Kadai 240 Induction Base with Glass Lid (Red),3.8,224.0,599.0,Induction Base Kadai with Lid
Stovetop Espresso Pots,B08TN5HBPM,17.0,"Budan Induction Moka Pot 6 Cup Stainless Steel Espresso Maker, stovetop coffee maker",4.3,382.0,1399.0,Induction Moka Pot Espresso Maker
Cookware,B002MPQH8U,3.0,"Hawkins 3 Litre Inner Lid Pressure Cooker, Stainless Steel Cooker, Wide Design Pan Cooker, Induction Cooker, Silver (HSS3W)",4.4,20083.0,2758.0,Inner Lid Pressure Cooker
Pots & Pans,B002MPQH8U,3.0,"Hawkins 3 Litre Inner Lid Pressure Cooker, Stainless Steel Cooker, Wide Design Pan Cooker, Induction Cooker, Silver (HSS3W)",4.4,20083.0,2758.0,Inner Lid Pressure Cooker
Stovetop Espresso Pots,B0000AN3QI,3.0,Bialetti Moka Express 3 Cup Espresso Maker: Italian Made; Moka Pot/Percolator/Coffee Maker/Mocha Pot for an Authentic Italian Coffee-06799,4.4,31956.0,3990.0,Italian Coffee Maker
